genero,renda,dias_na_plataforma,cidade,compras_realizadas
F,56378,62.0,New York City,1
F,168277,30.0,Miami,0
F,51460,11.0,San Francisco,0
M,80808,31.0,Miami,2
M,27696,56.0,San Francisco,0
M,43901,32.0,New York City,0
F,105407,15.0,San Francisco,2
M,132673,39.0,London,6
M,69692,20.0,New York City,1
F,121596,21.0,Miami,0
F,86197,11.0,Miami,3
M,63116,27.0,London,3
M,54704,38.0,London,4
M,212077,20.0,Miami,0
F,157483,85.0,San Francisco,0
F,40354,10.0,New York City,1
M,65,2.0,London,2
M,36844,9.0,San Francisco,0
F,138939,16.0,Miami,3
F,226327,3.0,Tokyo,1
F,177614,0.0,Miami,2
F,3903,33.0,Miami,3
M,36405,22.0,San Francisco,1
M,24996,27.0,Miami,3
M,196639,41.0,London,1
F,34685,51.0,Tokyo,2
M,25969,32.0,London,0
M,39022,36.0,Tokyo,1
F,36976,7.0,San Francisco,0
F,253065,2.0,Tokyo,2
M,117399,20.0,London,2
F,6651,17.0,New York City,1
F,154479,24.0,San Francisco,1
M,115858,36.0,London,2
M,256742,40.0,London,2
F,68228,27.0,Miami,3
F,40633,28.0,San Francisco,1
M,169799,8.0,Tokyo,0
M,2222,11.0,Tokyo,2
F,183640,32.0,Tokyo,1
M,31330,51.0,London,1
M,71146,34.0,Tokyo,3
F,136711,3.0,San Francisco,3
M,1306,15.0,Miami,1
F,94250,16.0,New York City,0
F,37599,22.0,Miami,2
M,70431,28.0,San Francisco,2
M,17406,21.0,San Francisco,2
F,82166,44.0,Tokyo,2
F,46705,0.0,Tokyo,1
M,37451,48.0,New York City,1
M,25618,17.0,Tokyo,3
M,38300,6.0,Miami,2
M,56182,23.0,Miami,2
M,214243,10.0,San Francisco,3
M,45301,41.0,Miami,2
F,50520,20.0,Tokyo,2
F,69312,25.0,New York City,1
F,105573,34.0,Miami,0
F,84300,34.0,Miami,1
M,186558,45.0,San Francisco,2
F,41289,33.0,Miami,0
F,15406,20.0,Miami,1
M,63358,20.0,New York City,1
M,247451,17.0,New York City,0
F,55981,47.0,London,1
M,117904,21.0,New York City,3
M,72355,15.0,Miami,0
F,135085,3.0,San Francisco,0
M,13466,19.0,London,0
M,24658,0.0,San Francisco,2
F,204211,20.0,Miami,0
F,163141,18.0,London,0
M,11864,46.0,New York City,1
M,33642,36.0,London,0
M,60505,29.0,New York City,4
F,117407,41.0,London,4
F,112114,15.0,San Francisco,0
M,123751,15.0,Tokyo,3
M,63649,42.0,New York City,2
F,27055,46.0,Miami,0
M,103346,26.0,San Francisco,0
M,222517,13.0,San Francisco,0
F,13178,24.0,New York City,0
F,11872,11.0,London,2
M,30006,24.0,Tokyo,0
F,152590,2.0,London,0
F,56408,42.0,Tokyo,2
F,197700,25.0,Tokyo,0
F,131299,5.0,New York City,0
F,111395,5.0,Miami,0
F,17003,11.0,Tokyo,1
F,128049,3.0,Tokyo,2
F,40489,8.0,San Francisco,4
F,40277,5.0,San Francisco,2
F,40863,16.0,London,1
M,80447,36.0,Tokyo,4
M,65598,12.0,Tokyo,1
M,84330,5.0,San Francisco,0
F,70071,16.0,New York City,1
M,167783,19.0,New York City,1
M,100533,12.0,Tokyo,1
F,106160,3.0,San Francisco,1
F,184455,23.0,New York City,3
M,50302,3.0,New York City,0
F,45802,16.0,San Francisco,2
F,166971,26.0,New York City,1
M,58660,13.0,London,1
M,64065,15.0,San Francisco,2
F,112079,17.0,London,0
M,89392,29.0,New York City,0
M,88323,41.0,New York City,2
F,87342,11.0,New York City,0
F,248892,2.0,Miami,0
F,72121,11.0,San Francisco,1
F,124280,22.0,Tokyo,2
F,204003,6.0,Miami,3
F,44621,65.0,Miami,1
F,99666,26.0,San Francisco,3
M,272192,25.0,San Francisco,0
M,64745,61.0,London,0
M,141606,23.0,Tokyo,3
F,90004,5.0,Tokyo,2
M,269722,8.0,Tokyo,2
F,71895,22.0,New York City,3
M,167987,25.0,New York City,0
M,31040,0.0,Tokyo,0
F,45124,47.0,New York City,1
M,25097,7.0,New York City,0
F,23904,40.0,Tokyo,1
F,152657,20.0,London,1
F,55143,39.0,San Francisco,3
M,153426,20.0,Tokyo,2
M,40081,44.0,Miami,1
M,23274,24.0,London,0
M,86842,38.0,San Francisco,0
M,1651,9.0,Miami,0
M,89843,31.0,San Francisco,2
M,15770,27.0,Miami,3
F,61453,6.0,New York City,0
M,59053,4.0,London,0
F,57602,8.0,San Francisco,3
F,77277,49.0,Miami,1
F,68457,16.0,London,0
M,209344,24.0,New York City,0
M,221628,21.0,Miami,1
M,84669,52.0,Tokyo,2
M,54981,22.0,London,1
F,12940,13.0,San Francisco,1
F,137218,44.0,London,2
F,77301,15.0,London,0
F,137434,33.0,London,1
F,56413,10.0,San Francisco,2
M,115887,1.0,New York City,0
F,5332,31.0,New York City,0
M,9100,4.0,Tokyo,3
F,69927,28.0,San Francisco,1
M,220529,24.0,London,2
M,75727,29.0,San Francisco,0
F,5710,18.0,Tokyo,0
M,90569,9.0,London,1
M,48408,3.0,San Francisco,4
F,3668,33.0,Miami,2
F,108407,24.0,Tokyo,1
F,124743,13.0,New York City,0
F,2471,43.0,New York City,1
F,84065,21.0,Miami,3
M,94910,6.0,Tokyo,0
F,16576,44.0,San Francisco,0
M,54904,55.0,New York City,1
M,171166,53.0,Tokyo,0
F,97989,8.0,Tokyo,0
M,129968,32.0,Tokyo,2
M,1311,28.0,Tokyo,0
F,145117,44.0,Miami,0
M,34311,13.0,New York City,2
F,41967,22.0,London,2
F,10802,7.0,Miami,0
M,188935,14.0,Tokyo,0
F,122193,24.0,Tokyo,1
M,26160,19.0,Tokyo,1
M,112025,33.0,Tokyo,1
M,104369,36.0,San Francisco,0
F,81814,5.0,Miami,1
F,137241,18.0,Tokyo,1
F,74122,4.0,Miami,1
M,364,68.0,San Francisco,1
M,75901,47.0,London,0
F,96814,60.0,Miami,0
M,6439,41.0,San Francisco,1
M,12553,24.0,London,0
F,130146,90.0,New York City,1
M,82190,1.0,Miami,0
F,78625,45.0,New York City,0
F,75988,18.0,San Francisco,0
F,51623,55.0,Tokyo,1
M,9365,10.0,Tokyo,1
F,65247,40.0,San Francisco,4
F,222600,31.0,New York City,0
F,41864,12.0,Tokyo,1
M,33161,20.0,Tokyo,3
M,147491,8.0,London,0
F,16355,8.0,London,0
M,80935,21.0,New York City,2
M,81853,18.0,San Francisco,1
F,141581,5.0,Miami,0
F,31187,34.0,London,2
F,99202,16.0,Tokyo,0
F,91250,4.0,Miami,0
M,74248,18.0,Miami,3
F,66290,15.0,New York City,0
M,57874,66.0,San Francisco,5
F,258249,0.0,London,0
M,121482,42.0,New York City,1
F,5210,48.0,New York City,2
M,127608,35.0,New York City,2
F,36837,29.0,London,2
M,65433,56.0,Tokyo,2
M,63020,10.0,San Francisco,2
F,301032,0.0,Tokyo,0
M,86450,6.0,New York City,0
F,133029,39.0,San Francisco,2
M,155863,39.0,Tokyo,1
F,202487,32.0,New York City,1
F,63530,15.0,San Francisco,5
M,132945,13.0,Miami,0
F,195998,24.0,Miami,0
F,5839,34.0,San Francisco,2
F,1175,36.0,London,2
M,43611,4.0,New York City,2
F,118518,0.0,London,0
M,4147,0.0,New York City,1
M,91847,15.0,London,0
F,11999,24.0,Miami,2
F,188462,53.0,Miami,1
F,41986,0.0,Tokyo,4
F,104473,9.0,San Francisco,2
M,73343,36.0,San Francisco,3
F,59271,3.0,Tokyo,2
F,145146,32.0,San Francisco,0
F,14575,60.0,San Francisco,4
F,21923,6.0,Tokyo,1
F,23162,24.0,London,0
F,36291,27.0,San Francisco,0
M,46577,6.0,London,0
F,5812,95.0,London,2
F,38413,29.0,London,0
M,22550,11.0,New York City,1
M,233384,7.0,New York City,3
M,64478,10.0,Miami,0
M,2880,31.0,New York City,0
M,23632,0.0,New York City,0
F,34612,6.0,New York City,2
F,991,31.0,San Francisco,2
M,133162,36.0,San Francisco,0
F,82310,9.0,Tokyo,1
F,50132,53.0,Miami,0
M,139728,10.0,Tokyo,1
M,119142,1.0,Miami,0
M,29165,43.0,San Francisco,2
F,42183,0.0,Miami,0
F,86306,9.0,New York City,0
M,36233,52.0,San Francisco,0
M,27133,22.0,San Francisco,1
M,46624,37.0,London,0
M,79569,14.0,San Francisco,1
M,51207,31.0,London,0
F,73809,65.0,San Francisco,1
M,216510,4.0,London,1
F,124322,12.0,San Francisco,0
M,181526,15.0,Tokyo,0
F,92418,57.0,San Francisco,0
M,174997,30.0,Tokyo,1
M,58794,34.0,Miami,1
F,99184,8.0,Miami,2
F,86263,22.0,New York City,1
M,5447,66.0,San Francisco,0
F,24253,27.0,London,3
F,12205,1.0,San Francisco,4
M,51203,0.0,Miami,3
M,49943,18.0,New York City,1
M,125880,22.0,New York City,1
M,60740,72.0,Tokyo,0
M,21555,7.0,London,2
M,3048,16.0,Miami,0
F,200286,18.0,San Francisco,0
M,95177,33.0,London,0
M,329,34.0,London,3
M,262761,29.0,London,1
M,69552,52.0,London,1
M,97145,21.0,London,2
M,73048,45.0,Miami,4
M,7114,37.0,Tokyo,2
F,637,24.0,Tokyo,0
M,129551,17.0,Tokyo,0
F,64858,17.0,Tokyo,1
F,88675,29.0,London,0
M,21160,8.0,San Francisco,0
M,171561,5.0,San Francisco,1
M,121834,40.0,London,1
F,179682,11.0,Tokyo,0
M,79123,85.0,London,2
M,91002,22.0,Tokyo,0
M,129727,54.0,New York City,1
F,26709,6.0,London,0
F,4850,2.0,London,0
M,49474,13.0,San Francisco,1
F,86402,25.0,London,1
M,21392,16.0,London,0
F,107776,41.0,San Francisco,2
M,121744,42.0,London,3
F,127591,25.0,New York City,0
M,119528,28.0,San Francisco,1
M,18141,14.0,Tokyo,0
F,26974,27.0,Miami,0
F,50776,1.0,Miami,1
M,68944,46.0,London,0
M,117837,2.0,New York City,2
F,152452,39.0,Tokyo,1
M,159453,51.0,Tokyo,0
F,349217,24.0,New York City,0
M,53792,18.0,New York City,1
F,9492,8.0,San Francisco,1
M,177066,16.0,San Francisco,0
M,37636,3.0,San Francisco,0
M,110575,26.0,Tokyo,2
M,90645,3.0,San Francisco,0
F,89649,55.0,New York City,0
M,52519,34.0,Tokyo,4
F,20642,3.0,Miami,3
M,5777,56.0,San Francisco,2
F,9841,2.0,London,2
M,170252,16.0,San Francisco,0
F,159025,32.0,Miami,0
M,13525,49.0,London,0
F,143033,25.0,San Francisco,3
M,56529,7.0,London,0
M,58195,7.0,Tokyo,0
M,14706,57.0,Tokyo,1
F,69822,37.0,London,3
M,102654,9.0,San Francisco,1
F,90680,1.0,London,2
F,53391,32.0,New York City,0
F,83514,4.0,New York City,1
F,235870,75.0,Tokyo,0
M,14397,15.0,San Francisco,0
M,169362,7.0,London,0
F,76650,20.0,Miami,3
M,40448,13.0,New York City,0
M,33710,15.0,London,1
M,43403,23.0,New York City,0
M,6277,16.0,New York City,0
F,58482,27.0,London,1
M,102191,13.0,Miami,0
M,119497,50.0,Tokyo,2
M,70850,23.0,New York City,0
F,41134,48.0,London,0
F,138751,0.0,New York City,0
F,59060,23.0,Tokyo,0
F,121029,0.0,London,2
M,103970,47.0,Miami,1
F,52544,32.0,London,3
M,90618,36.0,Tokyo,1
M,170659,7.0,New York City,2
F,93670,8.0,Tokyo,0
F,113103,11.0,New York City,1
M,45459,19.0,London,1
F,831,54.0,London,1
M,107998,11.0,London,1
F,65573,47.0,Tokyo,2
F,126496,57.0,Tokyo,0
M,232795,10.0,Miami,0
M,46961,1.0,New York City,1
F,51432,52.0,San Francisco,0
M,49409,37.0,London,2
M,149963,23.0,New York City,1
F,6676,12.0,Tokyo,0
F,136904,34.0,Tokyo,0
M,29698,47.0,Miami,0
M,192656,5.0,San Francisco,6
M,15877,9.0,Miami,1
F,174169,18.0,London,1
M,122538,25.0,London,0
M,126275,60.0,Miami,1
F,110839,33.0,New York City,1
F,6318,0.0,Miami,2
M,114753,19.0,London,1
F,68217,14.0,Tokyo,0
F,16790,31.0,New York City,1
M,9539,0.0,Tokyo,2
F,54555,56.0,Tokyo,0
F,28270,34.0,San Francisco,0
M,20206,20.0,London,1
F,88109,51.0,New York City,0
M,21397,1.0,New York City,0
M,38513,4.0,London,1
F,58256,12.0,Tokyo,2
M,47172,3.0,New York City,2
F,90509,28.0,San Francisco,0
F,84963,11.0,San Francisco,2
F,242744,10.0,Miami,3
F,145523,4.0,San Francisco,2
F,2651,51.0,San Francisco,0
F,145148,5.0,Miami,0
F,65334,3.0,London,0
M,126182,13.0,Miami,2
F,15220,12.0,San Francisco,1
M,73107,11.0,Tokyo,1
M,183196,12.0,New York City,0
M,140005,7.0,New York City,0
F,46887,53.0,London,0
M,21307,59.0,San Francisco,1
F,76380,12.0,Miami,2
F,161420,16.0,San Francisco,0
F,4531,34.0,Tokyo,0
M,137182,8.0,London,1
F,50726,49.0,Tokyo,2
M,25169,14.0,San Francisco,0
M,183961,4.0,San Francisco,0
M,24472,14.0,San Francisco,4
F,67750,18.0,New York City,0
F,113075,18.0,London,0
F,62701,42.0,Tokyo,2
F,4897,53.0,London,3
F,62983,37.0,Tokyo,0
M,15973,18.0,Tokyo,2
F,26716,33.0,Tokyo,1
F,41076,25.0,London,2
M,170277,18.0,Tokyo,3
M,100844,23.0,New York City,0
M,105977,8.0,London,0
F,659,30.0,New York City,3
M,108582,4.0,San Francisco,0
M,31029,12.0,Tokyo,3
F,74874,24.0,Tokyo,2
F,39988,2.0,New York City,2
M,64870,23.0,Tokyo,0
M,7025,17.0,Tokyo,0
F,150525,37.0,San Francisco,2
F,24482,11.0,London,1
F,40868,5.0,Miami,1
M,51172,17.0,Miami,0
F,102934,9.0,Tokyo,3
F,24993,1.0,Miami,1
F,149766,15.0,Tokyo,0
M,77668,10.0,New York City,1
F,39591,25.0,New York City,1
M,87195,16.0,San Francisco,1
M,146739,25.0,New York City,2
M,113623,52.0,Tokyo,3
M,80603,6.0,Tokyo,1
M,34684,3.0,Tokyo,0
M,74509,15.0,Miami,1
F,25769,7.0,Tokyo,1
F,21425,34.0,San Francisco,0
M,72881,26.0,London,0
F,49875,16.0,London,2
M,147257,4.0,Miami,1
M,37842,3.0,London,0
F,141180,8.0,Tokyo,1
F,57587,19.0,Tokyo,0
M,37875,41.0,Tokyo,2
M,178104,13.0,Miami,0
F,164340,27.0,San Francisco,1
M,269,39.0,Miami,0
F,54635,17.0,San Francisco,1
M,855,6.0,New York City,0
M,57947,45.0,Miami,1
F,222423,9.0,Tokyo,0
F,27032,35.0,San Francisco,1
M,27828,0.0,Tokyo,1
F,76771,53.0,San Francisco,0
F,41020,26.0,Miami,0
M,47366,7.0,Miami,0
M,79731,20.0,New York City,0
F,31384,21.0,Miami,0
F,108721,12.0,San Francisco,1
M,102261,24.0,New York City,0
M,61229,10.0,Miami,2
F,61946,3.0,Tokyo,1
M,59772,42.0,London,0
M,233722,13.0,New York City,0
F,11541,26.0,Miami,4
F,18255,1.0,New York City,0
M,40828,6.0,New York City,3
F,40808,19.0,San Francisco,1
F,75081,27.0,New York City,0
M,203318,39.0,San Francisco,3
F,126018,46.0,London,0
F,28473,9.0,London,2
M,239928,35.0,Tokyo,4
F,38339,9.0,San Francisco,4
F,122262,10.0,London,1
M,22113,28.0,Tokyo,4
M,241326,20.0,New York City,4
F,30944,33.0,Tokyo,0
M,83732,38.0,San Francisco,0
M,233936,15.0,London,1
F,183841,14.0,New York City,1
F,152288,13.0,San Francisco,1
M,77883,41.0,Tokyo,0
F,79362,57.0,London,0
F,4707,25.0,New York City,0
M,36798,30.0,New York City,3
M,69890,39.0,Tokyo,0
M,43384,78.0,Tokyo,3
M,129833,34.0,London,2
F,113463,34.0,San Francisco,1
M,129561,10.0,New York City,2
F,62523,19.0,New York City,0
F,53349,23.0,London,0
F,63691,48.0,San Francisco,1
M,40399,35.0,Tokyo,1
M,20453,22.0,London,2
M,81216,5.0,San Francisco,2
F,142131,53.0,San Francisco,0
M,114038,12.0,Tokyo,2
M,18243,78.0,Miami,5
M,52598,50.0,Tokyo,2
F,72641,21.0,San Francisco,1
M,46396,29.0,New York City,1
M,111161,29.0,Tokyo,2
M,32194,12.0,London,0
F,52554,30.0,Tokyo,0
M,56391,22.0,Miami,1
F,88465,10.0,Miami,3
F,19972,63.0,Miami,0
F,19037,19.0,New York City,2
M,71810,6.0,San Francisco,1
M,76805,63.0,New York City,0
M,78679,27.0,London,1
F,45307,22.0,London,1
M,50034,4.0,San Francisco,2
M,145672,16.0,San Francisco,0
F,37644,8.0,Tokyo,2
F,103509,14.0,Miami,1
M,10456,21.0,New York City,0
F,56012,23.0,London,0
M,135670,22.0,Tokyo,4
F,130006,7.0,Miami,2
F,21332,5.0,New York City,0
F,13575,13.0,San Francisco,2
F,42958,29.0,Tokyo,0
M,96963,2.0,London,1
F,26161,14.0,London,0
M,75271,28.0,San Francisco,0
M,70974,34.0,Miami,0
F,29173,33.0,Miami,0
M,82390,20.0,London,0
F,838,8.0,Tokyo,1
F,10084,40.0,London,0
M,70187,42.0,New York City,0
F,29253,12.0,New York City,2
F,66181,41.0,Miami,2
F,138045,18.0,New York City,2
M,85267,14.0,San Francisco,1
M,20917,39.0,London,2
M,38039,19.0,London,1
M,167643,10.0,Miami,3
M,12354,8.0,Miami,2
F,17575,25.0,London,1
F,149615,2.0,London,1
M,44983,8.0,New York City,0
M,7244,17.0,New York City,0
F,107175,0.0,Tokyo,0
F,2134,55.0,Miami,2
M,134549,15.0,Tokyo,1
F,31666,35.0,Tokyo,2
M,71974,36.0,London,0
M,23468,15.0,New York City,0
M,64623,16.0,Miami,2
M,63008,34.0,Miami,0
M,56130,9.0,New York City,0
M,8485,7.0,Miami,3
F,273579,51.0,New York City,1
F,108851,9.0,Miami,2
F,51696,36.0,Tokyo,2
M,145007,74.0,New York City,2
F,134954,40.0,San Francisco,3
M,62518,16.0,London,0
F,194849,39.0,Tokyo,0
M,107145,11.0,Tokyo,1
M,51530,24.0,London,1
F,66870,3.0,London,1
M,143634,15.0,New York City,0
M,106275,18.0,Miami,1
F,57296,65.0,London,1
M,105710,56.0,New York City,4
M,50805,19.0,Tokyo,0
F,131923,5.0,Tokyo,0
M,75468,2.0,London,0
F,84883,27.0,Tokyo,0
F,152159,20.0,London,0
F,87946,9.0,Miami,0
M,71455,14.0,San Francisco,2
M,188404,20.0,Miami,0
F,12367,29.0,Miami,2
M,98469,30.0,Miami,1
M,135362,9.0,San Francisco,2
F,113477,37.0,Tokyo,1
F,120186,47.0,New York City,0
M,46421,30.0,Miami,0
M,50185,2.0,London,3
M,133259,5.0,London,1
F,51526,48.0,San Francisco,0
F,78389,1.0,Tokyo,2
M,90218,23.0,New York City,0
M,23626,25.0,London,1
M,120608,62.0,Tokyo,0
F,114844,22.0,London,0
M,164041,30.0,Tokyo,4
M,29415,26.0,Miami,2
F,51120,16.0,New York City,2
F,86332,2.0,Miami,0
F,48600,8.0,Miami,0
M,48025,13.0,Miami,2
M,62497,89.0,Miami,3
M,50274,49.0,Tokyo,0
F,125913,7.0,Tokyo,0
M,142212,18.0,Tokyo,1
M,18758,17.0,London,0
F,164229,43.0,Miami,0
M,6645,74.0,Tokyo,0
M,202945,14.0,Tokyo,0
F,61933,8.0,New York City,0
F,15332,52.0,London,0
M,69662,65.0,San Francisco,1
M,18712,31.0,San Francisco,2
F,114482,17.0,London,1
M,39351,10.0,New York City,1
M,135803,14.0,Miami,0
M,22548,28.0,Tokyo,2
F,115050,80.0,San Francisco,1
M,151017,27.0,Tokyo,1
M,58525,15.0,London,0
F,10166,11.0,London,1
F,164322,48.0,New York City,3
M,59673,25.0,San Francisco,0
F,44077,11.0,Tokyo,0
M,108238,15.0,London,0
M,98575,16.0,New York City,1
F,24307,6.0,San Francisco,0
F,49640,1.0,New York City,3
M,95274,0.0,San Francisco,0
F,43235,24.0,London,3
M,64195,24.0,New York City,0
M,160585,9.0,London,0
M,52804,37.0,New York City,1
M,148965,25.0,San Francisco,3
M,104629,11.0,San Francisco,1
F,15851,22.0,Tokyo,0
M,142588,23.0,Miami,0
M,114171,26.0,London,2
M,193464,35.0,New York City,3
F,103939,11.0,Tokyo,1
F,7520,14.0,London,1
F,232512,5.0,London,0
F,63228,13.0,San Francisco,1
F,37837,33.0,Miami,0
F,104643,37.0,San Francisco,0
F,84402,24.0,San Francisco,3
M,199158,18.0,New York City,0
F,90185,39.0,Tokyo,3
M,165706,79.0,New York City,1
F,48338,13.0,Tokyo,3
M,18166,20.0,London,0
M,48178,2.0,Tokyo,1
M,106660,9.0,Miami,1
F,61332,46.0,San Francisco,0
F,197569,3.0,Miami,1
M,94329,5.0,Tokyo,0
F,84274,23.0,Miami,0
F,40327,19.0,San Francisco,0
M,180357,48.0,Tokyo,1
F,30422,22.0,San Francisco,3
M,134580,8.0,San Francisco,3
F,63774,28.0,Tokyo,0
F,2428,11.0,New York City,2
M,126182,41.0,Tokyo,1
F,30437,16.0,Miami,1
F,11918,6.0,New York City,2
M,132324,11.0,Tokyo,1
M,7397,21.0,Tokyo,0
F,82235,12.0,London,1
M,61984,41.0,Tokyo,1
F,171957,31.0,New York City,1
M,125090,30.0,Tokyo,2
M,40134,7.0,New York City,0
M,85932,14.0,Miami,4
F,99251,2.0,Tokyo,4
F,128608,16.0,San Francisco,2
F,117813,6.0,Tokyo,2
M,71746,2.0,New York City,0
F,131209,36.0,London,2
M,34210,13.0,London,3
F,1025,14.0,New York City,1
F,16847,35.0,Miami,1
M,73254,9.0,Miami,2
M,105938,20.0,London,0
F,78160,2.0,Tokyo,1
F,88384,25.0,London,2
F,56386,12.0,Tokyo,1
F,147609,17.0,London,0
F,44639,4.0,New York City,2
M,59812,38.0,San Francisco,3
F,38850,46.0,San Francisco,0
F,10853,12.0,San Francisco,0
F,72417,24.0,New York City,1
F,17251,15.0,Miami,2
M,41619,43.0,Tokyo,1
F,84417,10.0,London,5
F,37751,13.0,San Francisco,0
M,57548,24.0,San Francisco,2
F,83083,48.0,Miami,2
M,87771,42.0,Miami,1
F,84036,14.0,New York City,1
F,30949,44.0,Tokyo,2
F,189055,31.0,Miami,1
F,45443,11.0,Tokyo,1
F,48640,20.0,New York City,2
M,89163,17.0,London,1
F,4656,2.0,San Francisco,1
M,19724,6.0,Miami,5
F,1289,43.0,New York City,2
F,90398,42.0,Tokyo,0
M,68240,15.0,Tokyo,0
F,51381,28.0,Miami,1
F,57211,17.0,London,0
F,150026,20.0,London,1
F,63502,38.0,Miami,3
F,1848,0.0,London,2
M,22499,27.0,New York City,1
F,59535,3.0,New York City,1
M,51174,35.0,New York City,0
M,32618,26.0,London,1
M,43654,22.0,Tokyo,0
F,209652,19.0,London,0
F,49576,50.0,London,1
F,54372,9.0,San Francisco,2
M,69398,44.0,New York City,0
F,30418,19.0,New York City,0
M,47109,40.0,New York City,0
F,108652,6.0,San Francisco,1
M,78763,13.0,Miami,4
F,25886,36.0,London,1
F,208431,31.0,Tokyo,1
M,123550,41.0,San Francisco,1
F,209440,10.0,New York City,0
F,26007,25.0,Miami,1
F,115215,60.0,Miami,0
M,197043,31.0,Miami,1
M,27422,52.0,San Francisco,4
F,106173,17.0,San Francisco,1
M,90330,11.0,Tokyo,0
F,968,4.0,Miami,0
F,72196,7.0,New York City,3
M,159082,18.0,New York City,2
F,102856,15.0,Miami,3
M,69781,29.0,San Francisco,0
M,308439,25.0,New York City,0
F,157589,20.0,New York City,0
F,137834,22.0,London,1
M,20988,22.0,New York City,1
M,59679,66.0,Miami,0
M,39901,47.0,London,1
M,43108,36.0,Miami,1
F,17553,13.0,Tokyo,1
M,102814,22.0,London,1
F,93500,30.0,San Francisco,0
F,111358,13.0,San Francisco,0
F,41357,16.0,New York City,2
F,56372,6.0,New York City,0
M,43518,2.0,London,3
M,133176,33.0,San Francisco,2
F,29481,16.0,New York City,1
M,20333,40.0,New York City,2
M,30579,10.0,San Francisco,2
M,135378,4.0,Miami,1
F,39052,4.0,Tokyo,3
M,169761,7.0,Miami,1
F,61506,26.0,London,0
F,65557,1.0,New York City,2
F,160961,6.0,Miami,0
F,108689,31.0,New York City,0
F,44484,11.0,Miami,1
M,115928,53.0,London,1
M,44230,56.0,Tokyo,0
F,116660,23.0,Miami,1
M,74023,0.0,Tokyo,0
F,157344,19.0,Tokyo,1
M,109523,8.0,New York City,1
M,17762,63.0,New York City,3
F,119322,0.0,New York City,0
M,35398,74.0,Miami,3
M,20915,23.0,Tokyo,1
F,50706,21.0,London,3
F,39740,32.0,London,0
M,10035,18.0,San Francisco,2
M,91175,15.0,Tokyo,2
M,129985,29.0,Miami,0
M,62291,22.0,Tokyo,2
M,105167,1.0,San Francisco,0
F,24322,3.0,San Francisco,0
F,9649,49.0,San Francisco,0
F,101033,17.0,London,0
F,49835,21.0,New York City,0
M,152873,20.0,London,1
F,76430,48.0,Miami,1
F,8786,35.0,Tokyo,2
M,215464,33.0,Miami,3
F,98899,10.0,London,1
M,131832,44.0,Tokyo,0
M,100204,17.0,London,1
F,122757,26.0,Miami,1
F,23648,2.0,Miami,0
M,8488,29.0,London,3
M,75793,0.0,San Francisco,0
M,63838,14.0,London,1
F,58657,17.0,London,0
M,54196,6.0,New York City,0
M,24864,21.0,New York City,0
F,72316,34.0,Miami,1
F,54007,71.0,Miami,3
M,7111,2.0,Tokyo,0
M,87524,12.0,London,0
F,21320,26.0,New York City,1
F,3103,3.0,San Francisco,0
F,88563,49.0,London,4
M,16497,8.0,London,1
F,56936,2.0,San Francisco,0
M,87289,51.0,Miami,3
F,2760,5.0,New York City,0
F,53475,8.0,Miami,2
M,87457,9.0,New York City,1
M,61133,39.0,Tokyo,1
F,11748,17.0,London,3
F,185248,16.0,San Francisco,0
M,37079,25.0,New York City,0
M,71976,22.0,Miami,0
M,23949,0.0,Miami,0
F,97472,1.0,London,3
F,112039,19.0,Tokyo,0
M,28282,24.0,London,1
F,20983,13.0,Miami,0
F,43150,30.0,Miami,0
M,321,10.0,London,1
M,159791,2.0,London,0
F,104943,32.0,London,4
F,110120,27.0,Miami,0
F,52511,0.0,London,2
M,119719,3.0,Miami,1
M,81998,93.0,Tokyo,2
M,2334,47.0,Miami,3
M,125458,37.0,Tokyo,2
M,96130,9.0,San Francisco,2
M,155578,38.0,London,2
F,21671,16.0,Tokyo,0
F,36527,5.0,Tokyo,0
M,197615,11.0,New York City,2
M,2287,4.0,Tokyo,1
F,130243,67.0,Miami,1
M,97615,27.0,Tokyo,0
F,5187,1.0,London,1
F,50392,3.0,New York City,1
F,34977,23.0,San Francisco,1
M,58091,8.0,Tokyo,3
M,200574,6.0,Tokyo,1
F,133905,10.0,Miami,0
M,40465,40.0,Tokyo,0
M,180115,27.0,Tokyo,1
F,102359,9.0,London,1
F,50591,48.0,San Francisco,0
M,147221,38.0,San Francisco,0
F,2474,51.0,London,1
F,85030,19.0,London,2
M,55909,3.0,Miami,0
F,44660,30.0,London,0
M,4651,26.0,Miami,0
F,120535,5.0,New York City,3
F,60039,23.0,Miami,0
F,213521,1.0,Miami,0
F,65241,8.0,London,1
F,42422,28.0,London,0
M,54325,29.0,London,1
F,54751,5.0,Tokyo,1
F,37821,32.0,London,0
F,74616,22.0,Tokyo,0
M,129644,23.0,London,2
F,90951,13.0,Tokyo,0
F,106330,33.0,San Francisco,2
F,105391,18.0,Tokyo,4
F,66069,17.0,Miami,0
F,142799,37.0,Tokyo,0
F,1188,23.0,San Francisco,4
F,61713,36.0,San Francisco,1
M,214856,49.0,Miami,0
F,25747,1.0,New York City,1
M,86055,13.0,Miami,1
M,74616,44.0,Miami,2
F,6938,8.0,San Francisco,3
M,32647,24.0,London,1
M,76832,2.0,New York City,1
F,120917,0.0,New York City,1
M,100738,9.0,London,0
M,63178,47.0,Tokyo,2
M,61334,44.0,Miami,0
F,20029,12.0,Miami,2
F,157342,71.0,San Francisco,3
